id	round	user	decision	Market	result	Use of expert	Expert's guess	information_consulted	Key	Gender (1=f/0=m)	experiment	Mean 5 days	Mean all previous days	Age range
18256	6	238	-1	1	-1	0	1	1	010010--	1	2C	0	0	re0
18257	7	238	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
18258	8	238	1	1	1	0	1	1	111010--	1	2C	0	0	re0
18259	9	238	-1	1	-1	0	1	1	010010--	1	2C	0	0	re0
18260	10	238	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
18261	11	238	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
18262	12	238	-1	-1	1	0	1	1	001010--	1	2C	0	0	re0
18263	13	238	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re0
18264	14	238	-1	-1	1	0	1	1	001010--	1	2C	0	0	re0
18265	15	238	1	-1	-1	0	-1	1	1000000-	1	2C	-1	0	re0
18266	16	238	1	1	1	0	1	1	1110100-	1	2C	-1	0	re0
18267	17	238	1	1	1	0	1	1	111010--	1	2C	0	0	re0
18268	18	238	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
18269	19	238	-1	-1	1	0	1	1	00101000	1	2C	-1	-1	re0
18270	20	238	1	-1	-1	0	-1	1	10000000	1	2C	-1	-1	re0
18271	21	238	1	1	1	0	1	1	111010-0	1	2C	0	-1	re0
18272	22	238	1	1	1	0	-1	1	111000-0	1	2C	0	-1	re0
18273	23	238	-1	-1	1	0	1	1	001010-0	1	2C	0	-1	re0
18274	24	238	-1	-1	1	0	-1	1	001000-0	1	2C	0	-1	re0
18275	25	238	1	-1	-1	0	-1	1	100000-0	1	2C	0	-1	re0
18276	1	238	1	1	1	0	1	1	111010--	1	3I	0	0	re0
18277	2	238	1	1	1	1	1	2	111110--	1	3I	0	0	re0
18278	3	238	-1	1	-1	1	-1	2	010100--	1	3I	0	0	re0
18279	4	238	1	1	1	0	1	1	111010--	1	3I	0	0	re0
18280	5	238	-1	-1	1	1	-1	2	001100--	1	3I	0	0	re0
18281	6	238	1	1	1	1	1	2	111110--	1	3I	0	0	re0
18282	7	238	-1	-1	1	1	-1	2	001100--	1	3I	0	0	re0
18283	8	238	1	1	1	1	1	2	111110--	1	3I	0	0	re0
18284	9	238	-1	-1	1	1	-1	2	001100--	1	3I	0	0	re0
18285	10	238	-1	1	-1	1	-1	2	010100--	1	3I	0	0	re0
18286	11	238	1	-1	-1	1	-1	2	100100--	1	3I	0	0	re0
18287	12	238	-1	1	-1	1	-1	2	010100--	1	3I	0	0	re0
18288	13	238	-1	1	-1	1	-1	2	010100--	1	3I	0	0	re0
18289	14	238	-1	1	-1	1	-1	2	010100--	1	3I	0	0	re0
18290	15	238	-1	1	-1	1	-1	2	010100--	1	3I	0	0	re0
18291	16	238	1	1	1	1	-1	2	111100--	1	3I	0	0	re0
18292	17	238	1	-1	-1	1	-1	2	100100--	1	3I	0	0	re0
18293	18	238	-1	1	-1	1	1	2	010110--	1	3I	0	0	re0
18294	19	238	1	1	1	1	-1	2	111100--	1	3I	0	0	re0
18295	20	238	-1	-1	1	1	-1	2	001100--	1	3I	0	0	re0
18296	21	238	1	1	1	1	1	2	111110--	1	3I	0	0	re0
18297	22	238	1	1	1	1	1	2	111110-1	1	3I	0	1	re0
18298	23	238	-1	-1	1	1	-1	2	001100-1	1	3I	0	1	re0
18299	24	238	-1	-1	1	1	-1	2	001100-1	1	3I	0	1	re0
18300	25	238	1	-1	-1	1	1	2	100110-1	1	3I	0	1	re0
18326	1	239	1	1	1	0	1	2	111010--	1	1C	0	0	re0
18327	2	239	-1	-1	1	0	-1	2	001000--	1	1C	0	0	re0
18328	3	239	-1	1	-1	0	1	2	010010--	1	1C	0	0	re0
18329	4	239	1	-1	-1	0	-1	2	100000--	1	1C	0	0	re0
18330	5	239	1	-1	-1	0	-1	2	100000--	1	1C	0	0	re0
18331	6	239	1	1	1	0	1	2	111010--	1	1C	0	0	re0
18332	7	239	-1	1	-1	0	1	2	010010--	1	1C	0	0	re0
18333	8	239	1	-1	-1	0	1	2	100010--	1	1C	0	0	re0
18334	9	239	1	-1	-1	1	1	3	100111--	1	1C	0	0	re0
18335	10	239	1	1	1	0	1	3	111011--	1	1C	0	0	re0
18336	11	239	1	-1	-1	0	1	2	100010--	1	1C	0	0	re0
18337	12	239	1	-1	-1	0	-1	2	100000--	1	1C	0	0	re0
18338	13	239	-1	-1	1	0	-1	2	001000--	1	1C	0	0	re0
18339	14	239	-1	1	-1	0	1	2	010010--	1	1C	0	0	re0
18340	15	239	1	1	1	0	-1	2	111000--	1	1C	0	0	re0
18341	16	239	1	-1	-1	0	-1	2	100000--	1	1C	0	0	re0
18342	17	239	1	1	1	0	1	2	111010--	1	1C	0	0	re0
18343	18	239	1	-1	-1	0	-1	2	100000--	1	1C	0	0	re0
18344	19	239	-1	1	-1	0	1	2	010010--	1	1C	0	0	re0
18345	20	239	1	-1	-1	0	1	2	100010--	1	1C	0	0	re0
18346	21	239	1	-1	-1	0	-1	2	100000--	1	1C	0	0	re0
18347	22	239	-1	1	-1	0	-1	2	010000--	1	1C	0	0	re0
18348	23	239	1	1	1	0	1	2	111010--	1	1C	0	0	re0
18349	24	239	1	1	1	0	1	2	111010--	1	1C	0	0	re0
18350	25	239	1	1	1	0	1	2	111010--	1	1C	0	0	re0
18351	1	239	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
18352	2	239	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
18353	3	239	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
18354	4	239	1	1	1	0	1	1	111010--	1	2C	0	0	re0
18355	5	239	1	-1	-1	0	1	1	100010--	1	2C	0	0	re0
18356	6	239	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
18357	7	239	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
18358	8	239	1	1	1	0	1	1	111010--	1	2C	0	0	re0
18359	9	239	1	1	1	0	1	1	111010--	1	2C	0	0	re0
18360	10	239	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
18361	11	239	1	1	1	0	1	1	111010--	1	2C	0	0	re0
18362	12	239	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
18363	13	239	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
18364	14	239	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
18365	15	239	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
18366	16	239	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
18367	17	239	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
18368	18	239	1	1	1	0	1	1	111010--	1	2C	0	0	re0
18369	19	239	1	-1	-1	0	1	1	100010--	1	2C	0	0	re0
18370	20	239	1	-1	-1	0	1	1	100010--	1	2C	0	0	re0
18371	21	239	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
18372	22	239	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
18373	23	239	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
18374	24	239	1	1	1	0	1	1	111010--	1	2C	0	0	re0
18375	25	239	1	1	1	0	1	1	111010--	1	2C	0	0	re0
18376	1	239	-1	1	-1	0	-1	2	010000--	1	3C	0	0	re0
18377	2	239	1	-1	-1	0	1	1	100010--	1	3C	0	0	re0
18378	3	239	1	1	1	0	1	1	111010--	1	3C	0	0	re0
18379	4	239	1	-1	-1	0	1	1	100010--	1	3C	0	0	re0
18380	5	239	1	1	1	0	-1	1	111000--	1	3C	0	0	re0
18381	6	239	1	1	1	0	-1	1	111000--	1	3C	0	0	re0
18382	7	239	1	-1	-1	0	1	1	100010--	1	3C	0	0	re0
18383	8	239	1	-1	-1	0	1	1	100010--	1	3C	0	0	re0
18384	9	239	1	-1	-1	0	1	1	100010--	1	3C	0	0	re0
18385	10	239	-1	1	-1	0	1	1	010010--	1	3C	0	0	re0
18386	11	239	1	1	1	0	-1	1	111000--	1	3C	0	0	re0
18387	12	239	1	1	1	0	1	1	111010--	1	3C	0	0	re0
18388	13	239	1	-1	-1	0	-1	1	100000--	1	3C	0	0	re0
18389	14	239	1	-1	-1	0	1	1	100010--	1	3C	0	0	re0
18390	15	239	-1	1	-1	0	-1	1	010000--	1	3C	0	0	re0
18391	16	239	-1	1	-1	0	1	1	010010--	1	3C	0	0	re0
18392	17	239	1	-1	-1	0	1	1	100010--	1	3C	0	0	re0
18393	18	239	1	-1	-1	0	1	1	100010--	1	3C	0	0	re0
18394	19	239	-1	1	-1	0	1	1	010010--	1	3C	0	0	re0
18395	20	239	1	-1	-1	0	1	1	100010--	1	3C	0	0	re0
18396	21	239	-1	-1	1	0	-1	1	001000--	1	3C	0	0	re0
18397	22	239	1	1	1	0	-1	1	111000--	1	3C	0	0	re0
18398	23	239	1	1	1	0	-1	1	111000--	1	3C	0	0	re0
18399	24	239	1	-1	-1	0	1	1	100010--	1	3C	0	0	re0
18400	25	239	1	-1	-1	0	-1	1	100000--	1	3C	0	0	re0
18426	1	240	-1	-1	1	0	-1	1	001000--	0	1I	0	0	re0
18427	2	240	-1	-1	1	0	1	1	001010--	0	1I	0	0	re0
18428	3	240	-1	-1	1	0	1	1	001010--	0	1I	0	0	re0
18429	4	240	1	-1	-1	0	1	1	100010--	0	1I	0	0	re0
18430	5	240	-1	1	-1	0	1	1	010010--	0	1I	0	0	re0
18431	6	240	1	-1	-1	0	-1	1	10000000	0	1I	-1	-1	re0
18432	7	240	-1	1	-1	0	1	1	01001000	0	1I	-1	-1	re0
18433	8	240	-1	1	-1	1	-1	2	010100--	0	1I	0	0	re0
18434	9	240	-1	-1	1	1	-1	2	001100--	0	1I	0	0	re0
18435	10	240	-1	1	-1	1	-1	2	010100-0	0	1I	0	-1	re0
18436	11	240	1	-1	-1	0	-1	1	100000--	0	1I	0	0	re0
18437	12	240	-1	1	-1	0	1	1	0100101-	0	1I	1	0	re0
18438	13	240	1	1	1	0	1	1	111010--	0	1I	0	0	re0
18439	14	240	1	1	1	0	1	1	111010--	0	1I	0	0	re0
18440	15	240	-1	-1	1	0	-1	1	001000--	0	1I	0	0	re0
18441	16	240	-1	1	-1	0	-1	1	010000-0	0	1I	0	-1	re0
18442	17	240	1	-1	-1	1	1	2	100110--	0	1I	0	0	re0
18443	18	240	1	1	1	1	1	2	111110-0	0	1I	0	-1	re0
18444	19	240	-1	-1	1	1	-1	2	001100-0	0	1I	0	-1	re0
18445	20	240	-1	1	-1	1	1	2	010110-0	0	1I	0	-1	re0
18446	21	240	-1	1	-1	1	-1	2	010100--	0	1I	0	0	re0
18447	22	240	1	1	1	1	1	2	111110--	0	1I	0	0	re0
18448	23	240	1	-1	-1	1	1	2	100110--	0	1I	0	0	re0
18449	24	240	1	1	1	1	1	2	111110--	0	1I	0	0	re0
18450	25	240	-1	-1	1	1	-1	2	001100--	0	1I	0	0	re0
18451	1	240	-1	1	-1	0	-1	1	010000--	0	2I	0	0	re0
18452	2	240	1	1	1	0	1	1	111010--	0	2I	0	0	re0
18453	3	240	1	-1	-1	1	1	2	100110--	0	2I	0	0	re0
18454	4	240	1	1	1	1	1	2	111110--	0	2I	0	0	re0
18455	5	240	1	1	1	1	1	2	111110--	0	2I	0	0	re0
18456	6	240	-1	-1	1	1	-1	2	001100--	0	2I	0	0	re0
18457	7	240	1	-1	-1	1	1	2	100110--	0	2I	0	0	re0
18458	8	240	-1	-1	1	1	-1	2	001100--	0	2I	0	0	re0
18459	9	240	-1	1	-1	1	-1	2	010100--	0	2I	0	0	re0
18460	10	240	-1	-1	1	1	-1	2	001100--	0	2I	0	0	re0
18461	11	240	1	-1	-1	1	1	2	100110--	0	2I	0	0	re0
18462	12	240	1	1	1	1	1	2	111110--	0	2I	0	0	re0
18463	13	240	-1	-1	1	1	-1	2	001100--	0	2I	0	0	re0
18464	14	240	-1	1	-1	1	-1	2	010100--	0	2I	0	0	re0
18465	15	240	-1	-1	1	1	-1	2	001100--	0	2I	0	0	re0
18466	16	240	1	1	1	1	1	2	111110--	0	2I	0	0	re0
18467	17	240	-1	1	-1	1	1	2	010110--	0	2I	0	0	re0
18468	18	240	1	1	1	1	1	2	111110--	0	2I	0	0	re0
18469	19	240	-1	1	-1	1	-1	2	010100--	0	2I	0	0	re0
18470	20	240	-1	-1	1	1	-1	2	001100--	0	2I	0	0	re0
18471	21	240	1	1	1	1	1	2	111110--	0	2I	0	0	re0
18472	22	240	-1	-1	1	1	-1	2	001100--	0	2I	0	0	re0
18473	23	240	-1	-1	1	1	1	2	001110--	0	2I	0	0	re0
18474	24	240	-1	-1	1	1	-1	2	001100--	0	2I	0	0	re0
18475	25	240	-1	1	-1	1	-1	2	010100--	0	2I	0	0	re0
18476	1	240	1	1	1	1	1	2	111110--	0	3I	0	0	re0
18477	2	240	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18478	3	240	1	1	1	1	1	2	111110--	0	3I	0	0	re0
18479	4	240	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18480	5	240	1	-1	-1	1	1	2	100110--	0	3I	0	0	re0
18481	6	240	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re0
18482	7	240	1	-1	-1	1	1	2	100110--	0	3I	0	0	re0
18483	8	240	1	-1	-1	1	1	2	100110--	0	3I	0	0	re0
18484	9	240	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18485	10	240	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re0
18486	11	240	1	-1	-1	0	-1	1	1000001-	0	3I	1	0	re0
18487	12	240	-1	-1	1	0	-1	1	001000--	0	3I	0	0	re0
18488	13	240	-1	1	-1	0	-1	1	010000--	0	3I	0	0	re0
18489	14	240	1	1	1	0	-1	1	111000--	0	3I	0	0	re0
18490	15	240	1	-1	-1	0	-1	1	100000--	0	3I	0	0	re0
18491	16	240	-1	1	-1	0	1	1	010010--	0	3I	0	0	re0
18492	17	240	1	-1	-1	0	-1	1	100000--	0	3I	0	0	re0
18493	18	240	-1	1	-1	0	-1	1	010000--	0	3I	0	0	re0
18494	19	240	1	-1	-1	0	-1	1	100000--	0	3I	0	0	re0
18495	20	240	-1	-1	1	0	1	1	00101000	0	3I	-1	-1	re0
18496	21	240	-1	-1	1	1	-1	2	00110000	0	3I	-1	-1	re0
18497	22	240	-1	1	-1	1	-1	2	01010000	0	3I	-1	-1	re0
18498	23	240	-1	1	-1	1	-1	2	01010000	0	3I	-1	-1	re0
18499	24	240	1	-1	-1	1	-1	2	100100-0	0	3I	0	-1	re0
18500	25	240	1	-1	-1	1	1	2	100110-0	0	3I	0	-1	re0
18526	1	241	1	1	1	1	1	7	111111--	0	1C	0	0	re2
18527	2	241	1	1	1	1	1	7	111111--	0	1C	0	0	re2
18528	3	241	1	-1	-1	1	-1	7	100101--	0	1C	0	0	re2
18529	4	241	-1	1	-1	1	1	7	010111--	0	1C	0	0	re2
18530	5	241	-1	1	-1	1	-1	7	010101--	0	1C	0	0	re2
18531	6	241	1	1	1	1	-1	5	111101--	0	1C	0	0	re2
18532	7	241	-1	1	-1	0	1	6	010011--	0	1C	0	0	re2
18533	8	241	-1	1	-1	0	1	1	010010--	0	1C	0	0	re2
18534	9	241	-1	-1	1	0	1	1	001010--	0	1C	0	0	re2
18535	10	241	1	1	1	0	1	2	111010--	0	1C	0	0	re2
18536	11	241	-1	-1	1	1	-1	5	001101--	0	1C	0	0	re2
18537	12	241	-1	1	-1	1	1	5	010111--	0	1C	0	0	re2
18538	13	241	1	-1	-1	1	1	5	100111--	0	1C	0	0	re2
18539	14	241	1	1	1	1	1	5	111111--	0	1C	0	0	re2
18540	15	241	1	-1	-1	1	-1	6	100101--	0	1C	0	0	re2
18541	16	241	1	-1	-1	0	-1	1	100000--	0	1C	0	0	re2
18542	17	241	1	1	1	0	1	1	111010--	0	1C	0	0	re2
18543	18	241	-1	-1	1	1	-1	5	001101--	0	1C	0	0	re2
18544	19	241	-1	1	-1	1	-1	7	010101--	0	1C	0	0	re2
18545	20	241	1	1	1	1	1	4	111111--	0	1C	0	0	re2
18546	21	241	-1	-1	1	1	1	7	001111--	0	1C	0	0	re2
18547	22	241	-1	1	-1	1	1	5	010111--	0	1C	0	0	re2
18548	23	241	1	1	1	0	1	2	111010--	0	1C	0	0	re2
18549	24	241	1	1	1	1	-1	5	111101--	0	1C	0	0	re2
18550	25	241	1	-1	-1	1	-1	5	100101--	0	1C	0	0	re2
18551	1	241	1	1	1	0	-1	1	111000--	0	2C	0	0	re2
18552	2	241	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re2
18553	3	241	-1	-1	1	0	1	1	001010--	0	2C	0	0	re2
18554	4	241	1	1	1	0	1	1	111010--	0	2C	0	0	re2
18555	5	241	1	1	1	0	1	1	111010--	0	2C	0	0	re2
18556	6	241	-1	1	-1	0	1	1	010010--	0	2C	0	0	re2
18557	7	241	-1	-1	1	0	1	1	001010--	0	2C	0	0	re2
18558	8	241	1	-1	-1	0	1	1	100010--	0	2C	0	0	re2
18559	9	241	1	-1	-1	0	1	1	100010--	0	2C	0	0	re2
18560	10	241	1	-1	-1	0	1	1	100010--	0	2C	0	0	re2
18561	11	241	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re2
18562	12	241	1	1	1	0	-1	1	11100000	0	2C	-1	-1	re2
18563	13	241	1	1	1	0	-1	1	111000--	0	2C	0	0	re2
18564	14	241	1	1	1	0	1	1	111010--	0	2C	0	0	re2
18565	15	241	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re2
18566	16	241	-1	-1	1	0	1	1	001010--	0	2C	0	0	re2
18567	17	241	1	-1	-1	0	1	1	100010--	0	2C	0	0	re2
18568	18	241	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re2
18569	19	241	1	1	1	0	-1	1	111000-0	0	2C	0	-1	re2
18570	20	241	1	-1	-1	0	1	1	100010--	0	2C	0	0	re2
18571	21	241	1	1	1	0	-1	1	111000--	0	2C	0	0	re2
18572	22	241	1	1	1	0	1	1	111010--	0	2C	0	0	re2
18573	23	241	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re2
18574	24	241	-1	1	-1	0	1	1	010010--	0	2C	0	0	re2
18575	25	241	-1	1	-1	0	1	1	010010--	0	2C	0	0	re2
18576	1	241	-1	1	-1	0	1	2	010010--	0	3C	0	0	re2
18577	2	241	-1	1	-1	0	1	2	010010--	0	3C	0	0	re2
18578	3	241	1	1	1	0	1	2	111010--	0	3C	0	0	re2
18579	4	241	-1	1	-1	0	-1	2	010000--	0	3C	0	0	re2
18580	5	241	-1	1	-1	0	1	2	010010--	0	3C	0	0	re2
18581	6	241	-1	1	-1	1	-1	2	01010011	0	3C	1	1	re2
18582	7	241	1	1	1	0	-1	2	11100011	0	3C	1	1	re2
18583	8	241	1	1	1	0	1	2	11101011	0	3C	1	1	re2
18584	9	241	1	1	1	0	1	2	111010-1	0	3C	0	1	re2
18585	10	241	-1	1	-1	0	1	2	010010-1	0	3C	0	1	re2
18586	11	241	-1	1	-1	1	-1	2	010100-1	0	3C	0	1	re2
18587	12	241	1	1	1	0	1	2	111010-1	0	3C	0	1	re2
18588	13	241	1	1	1	0	-1	2	111000-1	0	3C	0	1	re2
18589	14	241	-1	-1	1	0	1	2	001010-1	0	3C	0	1	re2
18590	15	241	-1	-1	1	0	1	2	001010-1	0	3C	0	1	re2
18591	16	241	1	1	1	0	1	2	111010-1	0	3C	0	1	re2
18592	17	241	1	1	1	1	1	2	111110-1	0	3C	0	1	re2
18593	18	241	-1	1	-1	0	-1	2	010000-1	0	3C	0	1	re2
18594	19	241	-1	-1	1	1	1	2	001110-1	0	3C	0	1	re2
18595	20	241	1	1	1	0	-1	2	111000-1	0	3C	0	1	re2
18596	21	241	1	1	1	0	1	2	11101011	0	3C	1	1	re2
18597	22	241	1	1	1	0	1	2	11101011	0	3C	1	1	re2
18598	23	241	1	1	1	0	1	2	111010-1	0	3C	0	1	re2
18599	24	241	1	1	1	1	1	2	111110-1	0	3C	0	1	re2
18600	25	241	-1	-1	1	0	-1	2	00100011	0	3C	1	1	re2
18626	1	242	1	1	1	1	1	7	111111--	1	1C	0	0	re2
18627	2	242	1	-1	-1	1	-1	7	100101--	1	1C	0	0	re2
18628	3	242	-1	1	-1	1	-1	7	010101--	1	1C	0	0	re2
18629	4	242	-1	-1	1	1	-1	7	001101--	1	1C	0	0	re2
18630	5	242	1	-1	-1	1	-1	7	100101--	1	1C	0	0	re2
18631	6	242	1	1	1	1	-1	7	111101--	1	1C	0	0	re2
18632	7	242	-1	1	-1	1	-1	5	010101--	1	1C	0	0	re2
18633	8	242	1	1	1	1	1	7	111111--	1	1C	0	0	re2
18634	9	242	1	1	1	1	1	7	111111--	1	1C	0	0	re2
18635	10	242	-1	1	-1	1	1	7	010111--	1	1C	0	0	re2
18636	11	242	1	-1	-1	1	-1	7	10010111	1	1C	1	1	re2
18637	12	242	1	1	1	1	1	7	111111-1	1	1C	0	1	re2
18638	13	242	1	-1	-1	1	-1	7	100101-1	1	1C	0	1	re2
18639	14	242	-1	-1	1	1	1	7	001111-1	1	1C	0	1	re2
18640	15	242	-1	-1	1	1	1	7	001111-1	1	1C	0	1	re2
18641	16	242	-1	-1	1	1	1	7	001111--	1	1C	0	0	re2
18642	17	242	-1	-1	1	1	-1	7	001101--	1	1C	0	0	re2
18643	18	242	-1	1	-1	1	-1	7	010101--	1	1C	0	0	re2
18644	19	242	1	1	1	1	1	7	111111-1	1	1C	0	1	re2
18645	20	242	1	1	1	1	1	7	111111-1	1	1C	0	1	re2
18646	21	242	1	-1	-1	1	-1	7	100101-1	1	1C	0	1	re2
18647	22	242	-1	1	-1	1	-1	7	010101-1	1	1C	0	1	re2
18648	23	242	-1	1	-1	1	1	7	010111-1	1	1C	0	1	re2
18649	24	242	-1	1	-1	1	1	7	010111-1	1	1C	0	1	re2
18650	25	242	1	1	1	1	-1	7	111101-1	1	1C	0	1	re2
18651	1	242	1	1	1	0	1	1	111010--	1	2C	0	0	re2
18652	2	242	1	1	1	0	1	1	111010--	1	2C	0	0	re2
18653	3	242	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re2
18654	4	242	-1	-1	1	0	-1	1	001000--	1	2C	0	0	re2
18655	5	242	-1	1	-1	0	1	1	010010--	1	2C	0	0	re2
18656	6	242	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re2
18657	7	242	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re2
18658	8	242	1	1	1	0	1	1	111010--	1	2C	0	0	re2
18659	9	242	1	1	1	0	1	1	111010--	1	2C	0	0	re2
18660	10	242	1	-1	-1	0	1	1	100010--	1	2C	0	0	re2
18661	11	242	-1	-1	1	0	-1	1	001000--	1	2C	0	0	re2
18662	12	242	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re2
18663	13	242	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re2
18664	14	242	1	-1	-1	0	1	1	100010--	1	2C	0	0	re2
18665	15	242	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re2
18666	16	242	-1	-1	1	0	-1	1	001000--	1	2C	0	0	re2
18667	17	242	1	1	1	0	1	1	111010--	1	2C	0	0	re2
18668	18	242	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re2
18669	19	242	-1	-1	1	0	1	1	001010--	1	2C	0	0	re2
18670	20	242	-1	-1	1	0	-1	1	001000--	1	2C	0	0	re2
18671	21	242	-1	-1	1	0	1	1	001010--	1	2C	0	0	re2
18672	22	242	-1	-1	1	0	1	1	001010--	1	2C	0	0	re2
18673	23	242	-1	1	-1	0	1	1	010010-0	1	2C	0	-1	re2
18674	24	242	1	1	1	0	1	1	111010--	1	2C	0	0	re2
18675	25	242	1	-1	-1	0	1	1	100010--	1	2C	0	0	re2
18676	1	242	1	-1	-1	1	1	2	100110--	1	3C	0	0	re2
18677	2	242	-1	-1	1	0	-1	2	001000--	1	3C	0	0	re2
18678	3	242	-1	1	-1	1	-1	2	010100--	1	3C	0	0	re2
18679	4	242	1	1	1	0	-1	2	111000--	1	3C	0	0	re2
18680	5	242	-1	1	-1	0	1	2	010010--	1	3C	0	0	re2
18681	6	242	1	1	1	0	-1	2	111000--	1	3C	0	0	re2
18682	7	242	1	-1	-1	0	1	2	100010--	1	3C	0	0	re2
18683	8	242	1	-1	-1	0	1	2	100010--	1	3C	0	0	re2
18684	9	242	-1	-1	1	1	-1	2	001100--	1	3C	0	0	re2
18685	10	242	-1	1	-1	0	-1	2	010000--	1	3C	0	0	re2
18686	11	242	1	-1	-1	1	1	2	100110--	1	3C	0	0	re2
18687	12	242	1	1	1	0	-1	2	111000--	1	3C	0	0	re2
18688	13	242	1	1	1	0	1	2	111010--	1	3C	0	0	re2
18689	14	242	1	1	1	0	-1	2	111000--	1	3C	0	0	re2
18690	15	242	-1	1	-1	1	1	2	010110--	1	3C	0	0	re2
18691	16	242	-1	1	-1	0	1	2	010010--	1	3C	0	0	re2
18692	17	242	1	-1	-1	0	-1	2	100000--	1	3C	0	0	re2
18693	18	242	-1	1	-1	0	1	2	010010--	1	3C	0	0	re2
18694	19	242	-1	-1	1	0	-1	2	001000--	1	3C	0	0	re2
18695	20	242	-1	1	-1	0	1	2	010010--	1	3C	0	0	re2
18696	21	242	-1	1	-1	0	1	2	010010--	1	3C	0	0	re2
18697	22	242	-1	1	-1	0	-1	2	010000--	1	3C	0	0	re2
18698	23	242	1	1	1	0	-1	2	111000--	1	3C	0	0	re2
18699	24	242	1	1	1	0	1	2	111010-1	1	3C	0	1	re2
18700	25	242	1	1	1	1	1	2	111110-1	1	3C	0	1	re2
18726	1	244	-1	1	-1	1	-1	2	010100--	1	1I	0	0	re0
18727	2	244	1	1	1	1	1	2	111110--	1	1I	0	0	re0
18729	4	244	-1	-1	1	1	-1	2	001100--	1	1I	0	0	re0
18730	5	244	1	-1	-1	1	1	2	100110--	1	1I	0	0	re0
18731	6	244	-1	-1	1	1	-1	2	001100--	1	1I	0	0	re0
18732	7	244	1	1	1	1	1	2	1111100-	1	1I	-1	0	re0
18733	8	244	1	-1	-1	1	1	2	100110--	1	1I	0	0	re0
18734	9	244	1	-1	-1	1	1	2	100110--	1	1I	0	0	re0
18735	10	244	1	-1	-1	1	1	2	100110--	1	1I	0	0	re0
18736	11	244	-1	1	-1	0	-1	1	010000--	1	1I	0	0	re0
18737	12	244	1	1	1	1	1	2	111110--	1	1I	0	0	re0
18738	13	244	-1	-1	1	1	-1	2	001100--	1	1I	0	0	re0
18739	14	244	-1	-1	1	1	-1	2	001100--	1	1I	0	0	re0
18740	15	244	1	-1	-1	1	1	2	100110--	1	1I	0	0	re0
18742	17	244	1	-1	-1	0	1	2	100010--	1	1I	0	0	re0
18743	18	244	1	-1	-1	0	-1	1	100000--	1	1I	0	0	re0
18744	19	244	1	1	1	1	1	2	111110--	1	1I	0	0	re0
18745	20	244	-1	-1	1	1	-1	2	001100--	1	1I	0	0	re0
18746	21	244	1	1	1	1	1	2	111110--	1	1I	0	0	re0
18747	22	244	1	-1	-1	1	1	2	100110--	1	1I	0	0	re0
18748	23	244	-1	-1	1	1	-1	2	001100--	1	1I	0	0	re0
18749	24	244	1	1	1	1	1	2	111110--	1	1I	0	0	re0
18750	25	244	1	1	1	1	1	2	111110--	1	1I	0	0	re0
18751	1	244	-1	1	-1	1	-1	2	010100--	1	2I	0	0	re0
18752	2	244	1	-1	-1	1	1	2	100110--	1	2I	0	0	re0
18753	3	244	-1	-1	1	1	-1	2	001100--	1	2I	0	0	re0
18754	4	244	1	-1	-1	1	1	2	100110--	1	2I	0	0	re0
18755	5	244	1	1	1	1	1	2	111110--	1	2I	0	0	re0
18756	6	244	1	1	1	1	1	2	111110--	1	2I	0	0	re0
18757	7	244	-1	-1	1	1	-1	2	001100--	1	2I	0	0	re0
