id	round	user	decision	Market	result	Use of expert	Expert's guess	information_consulted	Key	Gender (1=f/0=m)	experiment	Mean 5 days	Mean all previous days	Age range
17753	3	233	1	1	1	0	1	1	111010--	0	2C	0	0	re4
17754	4	233	1	1	1	0	-1	1	111000--	0	2C	0	0	re4
17755	5	233	1	1	1	0	-1	1	111000--	0	2C	0	0	re4
17756	6	233	1	1	1	0	-1	1	111000--	0	2C	0	0	re4
17757	7	233	1	1	1	0	1	1	111010--	0	2C	0	0	re4
17758	8	233	1	1	1	0	1	1	111010--	0	2C	0	0	re4
17759	9	233	1	1	1	0	-1	1	111000--	0	2C	0	0	re4
17760	10	233	1	-1	-1	0	1	1	100010--	0	2C	0	0	re4
17761	11	233	1	1	1	0	1	1	111010--	0	2C	0	0	re4
17762	12	233	1	1	1	0	1	1	111010--	0	2C	0	0	re4
17763	13	233	1	1	1	0	1	1	111010--	0	2C	0	0	re4
17764	14	233	1	1	1	0	1	1	111010--	0	2C	0	0	re4
17765	15	233	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re4
17766	16	233	1	1	1	0	-1	1	111000--	0	2C	0	0	re4
17767	17	233	1	1	1	0	1	1	111010--	0	2C	0	0	re4
17768	18	233	1	1	1	0	1	1	111010--	0	2C	0	0	re4
17769	19	233	1	1	1	0	1	1	111010--	0	2C	0	0	re4
17770	20	233	1	1	1	0	-1	1	111000--	0	2C	0	0	re4
17771	21	233	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re4
17772	22	233	1	1	1	0	-1	1	111000--	0	2C	0	0	re4
17773	23	233	1	-1	-1	0	-1	1	100000-1	0	2C	0	1	re4
17774	24	233	1	1	1	0	-1	1	111000--	0	2C	0	0	re4
17775	25	233	1	1	1	0	-1	1	111000--	0	2C	0	0	re4
17776	1	233	1	1	1	0	1	1	111010--	0	3I	0	0	re4
17777	2	233	1	1	1	0	1	1	111010--	0	3I	0	0	re4
17778	3	233	1	-1	-1	0	-1	1	100000--	0	3I	0	0	re4
17779	4	233	1	1	1	0	1	1	111010--	0	3I	0	0	re4
17780	5	233	1	1	1	0	1	1	111010--	0	3I	0	0	re4
17781	6	233	1	1	1	0	-1	1	111000--	0	3I	0	0	re4
17782	7	233	1	1	1	0	1	1	111010--	0	3I	0	0	re4
17783	8	233	1	-1	-1	0	-1	1	100000--	0	3I	0	0	re4
17784	9	233	1	-1	-1	0	-1	1	100000--	0	3I	0	0	re4
17785	10	233	1	1	1	0	1	1	111010--	0	3I	0	0	re4
17786	11	233	1	1	1	0	-1	1	111000--	0	3I	0	0	re4
17787	12	233	1	-1	-1	0	-1	1	100000--	0	3I	0	0	re4
17788	13	233	1	-1	-1	0	-1	1	100000--	0	3I	0	0	re4
17789	14	233	1	1	1	0	-1	1	111000--	0	3I	0	0	re4
17790	15	233	1	-1	-1	0	1	1	100010--	0	3I	0	0	re4
17791	16	233	1	1	1	0	1	1	111010--	0	3I	0	0	re4
17792	17	233	1	1	1	0	1	1	111010--	0	3I	0	0	re4
17793	18	233	1	1	1	0	1	1	111010--	0	3I	0	0	re4
17794	19	233	1	1	1	0	1	1	111010--	0	3I	0	0	re4
17795	20	233	1	1	1	0	1	1	111010--	0	3I	0	0	re4
17796	21	233	1	-1	-1	0	-1	1	100000--	0	3I	0	0	re4
17797	22	233	1	-1	-1	0	1	1	100010--	0	3I	0	0	re4
17798	23	233	1	1	1	0	-1	1	111000--	0	3I	0	0	re4
17799	24	233	1	-1	-1	0	1	1	100010--	0	3I	0	0	re4
17800	25	233	1	-1	-1	0	1	1	100010--	0	3I	0	0	re4
17826	1	234	-1	1	-1	0	1	2	010010--	1	1I	0	0	re0
17827	2	234	1	-1	-1	0	-1	2	100000--	1	1I	0	0	re0
17828	3	234	-1	1	-1	0	1	2	010010--	1	1I	0	0	re0
17829	4	234	1	-1	-1	0	-1	2	100000--	1	1I	0	0	re0
17830	5	234	1	-1	-1	0	1	2	100010--	1	1I	0	0	re0
17831	6	234	-1	1	-1	0	-1	2	010000--	1	1I	0	0	re0
17832	7	234	1	-1	-1	0	1	2	100010--	1	1I	0	0	re0
17833	8	234	1	-1	-1	0	1	2	100010--	1	1I	0	0	re0
17834	9	234	1	-1	-1	0	-1	3	100001--	1	1I	0	0	re0
17835	10	234	-1	1	-1	1	-1	2	010100--	1	1I	0	0	re0
17836	11	234	-1	-1	1	1	-1	2	0011001-	1	1I	1	0	re0
17837	12	234	-1	-1	1	1	-1	2	001100--	1	1I	0	0	re0
17838	13	234	-1	1	-1	1	-1	2	010100--	1	1I	0	0	re0
17839	14	234	-1	1	-1	1	-1	2	010100--	1	1I	0	0	re0
17840	15	234	-1	-1	1	1	-1	2	001100--	1	1I	0	0	re0
17841	16	234	1	1	1	1	1	2	111110--	1	1I	0	0	re0
17842	17	234	-1	-1	1	1	-1	2	001100--	1	1I	0	0	re0
17843	18	234	-1	1	-1	1	-1	2	010100--	1	1I	0	0	re0
17844	19	234	-1	-1	1	1	-1	2	001100--	1	1I	0	0	re0
17845	20	234	1	-1	-1	1	1	2	10011000	1	1I	-1	-1	re0
17846	21	234	-1	-1	1	1	-1	2	00110000	1	1I	-1	-1	re0
17847	22	234	-1	1	-1	1	-1	2	01010000	1	1I	-1	-1	re0
17848	23	234	-1	1	-1	1	-1	2	01010000	1	1I	-1	-1	re0
17849	24	234	-1	-1	1	1	-1	2	001100-0	1	1I	0	-1	re0
17850	25	234	1	-1	-1	1	1	2	100110-0	1	1I	0	-1	re0
17851	1	234	-1	1	-1	0	1	2	010010--	1	2I	0	0	re0
17852	2	234	1	1	1	0	1	2	111010--	1	2I	0	0	re0
17853	3	234	1	-1	-1	0	-1	2	100000--	1	2I	0	0	re0
17854	4	234	1	1	1	0	1	2	111010--	1	2I	0	0	re0
17855	5	234	1	1	1	0	-1	2	111000--	1	2I	0	0	re0
17856	6	234	1	1	1	0	-1	2	111000--	1	2I	0	0	re0
17857	7	234	1	1	1	0	1	2	111010--	1	2I	0	0	re0
17858	8	234	1	1	1	0	1	2	111010--	1	2I	0	0	re0
17859	9	234	1	-1	-1	0	1	2	100010--	1	2I	0	0	re0
17860	10	234	1	1	1	0	1	2	111010--	1	2I	0	0	re0
17861	11	234	1	-1	-1	0	-1	2	100000--	1	2I	0	0	re0
17862	12	234	1	1	1	0	1	2	111010--	1	2I	0	0	re0
17863	13	234	1	-1	-1	0	1	1	100010--	1	2I	0	0	re0
17864	14	234	1	1	1	0	1	2	111010--	1	2I	0	0	re0
17865	15	234	1	-1	-1	0	-1	2	100000--	1	2I	0	0	re0
17866	16	234	1	-1	-1	0	-1	2	100000--	1	2I	0	0	re0
17867	17	234	-1	1	-1	0	1	2	010010--	1	2I	0	0	re0
17868	18	234	1	-1	-1	0	-1	2	100000--	1	2I	0	0	re0
17869	19	234	-1	1	-1	0	-1	2	010000--	1	2I	0	0	re0
17870	20	234	1	1	1	0	1	2	111010--	1	2I	0	0	re0
17871	21	234	1	-1	-1	0	1	2	100010--	1	2I	0	0	re0
17872	22	234	1	1	1	0	1	2	111010--	1	2I	0	0	re0
17873	23	234	1	1	1	0	1	2	111010--	1	2I	0	0	re0
17874	24	234	1	1	1	0	-1	2	111000--	1	2I	0	0	re0
17875	25	234	1	-1	-1	0	-1	2	100000--	1	2I	0	0	re0
17876	1	234	1	1	1	0	1	2	111010--	1	3I	0	0	re0
17877	2	234	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re0
17878	3	234	1	1	1	0	1	2	111010--	1	3I	0	0	re0
17879	4	234	1	1	1	0	-1	2	111000--	1	3I	0	0	re0
17880	5	234	-1	1	-1	0	1	2	010010--	1	3I	0	0	re0
17881	6	234	1	1	1	0	1	2	111010--	1	3I	0	0	re0
17882	7	234	1	1	1	0	-1	2	111000--	1	3I	0	0	re0
17883	8	234	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re0
17884	9	234	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re0
17885	10	234	-1	-1	1	0	1	2	001010--	1	3I	0	0	re0
17886	11	234	-1	1	-1	0	1	2	010010--	1	3I	0	0	re0
17887	12	234	-1	1	-1	0	-1	2	010000--	1	3I	0	0	re0
17888	13	234	1	1	1	0	-1	2	111000--	1	3I	0	0	re0
17889	14	234	1	1	1	0	1	2	111010--	1	3I	0	0	re0
17890	15	234	-1	-1	1	0	-1	2	00100011	1	3I	1	1	re0
17891	16	234	1	-1	-1	0	1	2	1000101-	1	3I	1	0	re0
17892	17	234	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re0
17893	18	234	1	-1	-1	0	-1	2	100000--	1	3I	0	0	re0
17894	19	234	-1	-1	1	0	1	2	001010--	1	3I	0	0	re0
17895	20	234	1	-1	-1	0	-1	2	1000000-	1	3I	-1	0	re0
17896	21	234	-1	-1	1	0	-1	2	0010000-	1	3I	-1	0	re0
17897	22	234	1	1	1	0	1	2	1110100-	1	3I	-1	0	re0
17898	23	234	1	-1	-1	0	-1	2	1000000-	1	3I	-1	0	re0
17899	24	234	1	-1	-1	0	-1	2	10000000	1	3I	-1	-1	re0
17900	25	234	-1	-1	1	0	1	2	00101000	1	3I	-1	-1	re0
17926	1	235	-1	1	-1	1	-1	2	010100--	1	1C	0	0	re0
17927	2	235	1	1	1	1	1	2	111110--	1	1C	0	0	re0
17928	3	235	1	-1	-1	1	1	2	100110--	1	1C	0	0	re0
17929	4	235	1	1	1	1	1	2	111110--	1	1C	0	0	re0
17930	5	235	1	1	1	1	1	2	111110--	1	1C	0	0	re0
17931	6	235	-1	-1	1	1	-1	2	001100--	1	1C	0	0	re0
17932	7	235	1	-1	-1	1	1	2	100110--	1	1C	0	0	re0
17933	8	235	-1	-1	1	1	-1	2	001100--	1	1C	0	0	re0
17934	9	235	-1	1	-1	1	-1	2	010100--	1	1C	0	0	re0
17935	10	235	-1	-1	1	1	-1	2	001100--	1	1C	0	0	re0
17936	11	235	1	-1	-1	1	1	2	100110--	1	1C	0	0	re0
17937	12	235	1	1	1	1	1	2	111110--	1	1C	0	0	re0
17938	13	235	-1	-1	1	1	-1	2	001100--	1	1C	0	0	re0
17939	14	235	-1	1	-1	1	-1	2	010100--	1	1C	0	0	re0
17940	15	235	-1	-1	1	1	-1	2	001100--	1	1C	0	0	re0
17941	16	235	1	1	1	1	1	2	111110--	1	1C	0	0	re0
17942	17	235	1	1	1	1	1	2	111110--	1	1C	0	0	re0
17943	18	235	1	1	1	1	1	2	111110--	1	1C	0	0	re0
17944	19	235	-1	1	-1	1	-1	2	010100--	1	1C	0	0	re0
17945	20	235	-1	-1	1	1	-1	2	001100--	1	1C	0	0	re0
17946	21	235	1	1	1	1	1	2	111110--	1	1C	0	0	re0
17947	22	235	-1	-1	1	1	-1	2	001100--	1	1C	0	0	re0
17948	23	235	1	-1	-1	1	1	2	100110--	1	1C	0	0	re0
17949	24	235	-1	-1	1	1	-1	2	001100--	1	1C	0	0	re0
17950	25	235	-1	1	-1	1	-1	2	010100--	1	1C	0	0	re0
17951	1	235	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re0
17952	2	235	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re0
17953	3	235	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
17954	4	235	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
17955	5	235	1	1	1	0	1	1	111010--	1	2C	0	0	re0
17956	6	235	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re0
17957	7	235	1	-1	-1	0	1	1	100010--	1	2C	0	0	re0
17958	8	235	-1	-1	1	0	-1	1	001000--	1	2C	0	0	re0
17959	9	235	-1	-1	1	0	1	1	001010--	1	2C	0	0	re0
17960	10	235	-1	1	-1	0	1	1	010010--	1	2C	0	0	re0
17961	11	235	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
17962	12	235	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
17963	13	235	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
17964	14	235	1	1	1	0	1	1	111010--	1	2C	0	0	re0
17965	15	235	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re0
17966	16	235	1	1	1	0	1	1	111010--	1	2C	0	0	re0
17967	17	235	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
17968	18	235	-1	-1	1	0	-1	1	001000--	1	2C	0	0	re0
17969	19	235	-1	1	-1	0	1	1	010010--	1	2C	0	0	re0
17970	20	235	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
17971	21	235	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
17972	22	235	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
17973	23	235	1	1	1	0	1	1	111010--	1	2C	0	0	re0
17974	24	235	1	1	1	0	1	1	111010--	1	2C	0	0	re0
17975	25	235	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re0
17976	1	235	1	1	1	0	1	1	111010--	1	3C	0	0	re0
17977	2	235	1	-1	-1	0	1	1	100010--	1	3C	0	0	re0
17978	3	235	-1	-1	1	0	-1	1	001000--	1	3C	0	0	re0
17979	4	235	1	1	1	1	1	2	111110--	1	3C	0	0	re0
17980	5	235	1	1	1	0	-1	1	111000--	1	3C	0	0	re0
17981	6	235	1	-1	-1	0	1	1	100010--	1	3C	0	0	re0
17982	7	235	-1	1	-1	0	1	1	010010--	1	3C	0	0	re0
17983	8	235	-1	1	-1	0	1	1	010010--	1	3C	0	0	re0
17984	9	235	1	1	1	0	1	1	111010--	1	3C	0	0	re0
17985	10	235	1	1	1	0	-1	1	111000--	1	3C	0	0	re0
17986	11	235	1	1	1	0	1	1	111010--	1	3C	0	0	re0
17987	12	235	1	-1	-1	0	-1	1	100000--	1	3C	0	0	re0
17988	13	235	-1	1	-1	0	1	1	010010--	1	3C	0	0	re0
17989	14	235	1	-1	-1	0	-1	1	100000--	1	3C	0	0	re0
17990	15	235	1	1	1	0	1	1	111010--	1	3C	0	0	re0
17991	16	235	-1	-1	1	0	-1	1	001000--	1	3C	0	0	re0
17992	17	235	1	1	1	0	-1	1	111000--	1	3C	0	0	re0
17993	18	235	1	-1	-1	0	-1	2	100000--	1	3C	0	0	re0
17994	19	235	-1	1	-1	0	-1	1	010000--	1	3C	0	0	re0
17995	20	235	1	1	1	0	-1	1	111000--	1	3C	0	0	re0
17996	21	235	-1	1	-1	0	-1	1	010000--	1	3C	0	0	re0
17997	22	235	1	1	1	0	-1	1	111000--	1	3C	0	0	re0
17998	23	235	1	1	1	0	-1	1	111000--	1	3C	0	0	re0
17999	24	235	1	-1	-1	0	-1	1	100000-1	1	3C	0	1	re0
18000	25	235	-1	1	-1	0	1	1	010010-1	1	3C	0	1	re0
18026	1	236	-1	1	-1	1	-1	2	010100--	0	1I	0	0	re0
18027	2	236	-1	-1	1	1	-1	2	001100--	0	1I	0	0	re0
18028	3	236	1	1	1	1	1	2	111110--	0	1I	0	0	re0
18029	4	236	-1	1	-1	1	-1	2	010100--	0	1I	0	0	re0
18030	5	236	-1	1	-1	1	-1	2	010100--	0	1I	0	0	re0
18031	6	236	-1	1	-1	1	-1	2	010100--	0	1I	0	0	re0
18032	7	236	1	1	1	0	1	1	111010--	0	1I	0	0	re0
18033	8	236	1	1	1	1	1	2	111110--	0	1I	0	0	re0
18034	9	236	1	1	1	0	-1	1	111000--	0	1I	0	0	re0
18035	10	236	1	-1	-1	1	1	2	100110--	0	1I	0	0	re0
18036	11	236	1	1	1	1	1	2	111110--	0	1I	0	0	re0
18037	12	236	1	1	1	1	1	2	111110--	0	1I	0	0	re0
18038	13	236	1	1	1	1	1	2	111110--	0	1I	0	0	re0
18039	14	236	1	1	1	1	1	2	111110--	0	1I	0	0	re0
18040	15	236	-1	-1	1	1	-1	2	001100--	0	1I	0	0	re0
18041	16	236	-1	1	-1	1	-1	2	010100--	0	1I	0	0	re0
18042	17	236	1	1	1	1	1	2	111110--	0	1I	0	0	re0
18043	18	236	1	1	1	1	1	2	111110--	0	1I	0	0	re0
18044	19	236	1	1	1	1	1	2	111110--	0	1I	0	0	re0
18045	20	236	-1	1	-1	1	-1	2	010100--	0	1I	0	0	re0
18046	21	236	1	-1	-1	0	-1	1	100000--	0	1I	0	0	re0
18047	22	236	-1	1	-1	1	-1	2	010100--	0	1I	0	0	re0
18048	23	236	-1	-1	1	1	-1	2	001100-1	0	1I	0	1	re0
18049	24	236	-1	1	-1	1	-1	2	010100--	0	1I	0	0	re0
18050	25	236	-1	1	-1	1	-1	2	010100--	0	1I	0	0	re0
18051	1	236	-1	-1	1	0	-1	1	001000--	0	2I	0	0	re0
18052	2	236	-1	-1	1	0	1	1	001010--	0	2I	0	0	re0
18053	3	236	-1	-1	1	0	1	1	001010--	0	2I	0	0	re0
18054	4	236	-1	-1	1	0	1	1	001010--	0	2I	0	0	re0
18055	5	236	-1	1	-1	0	1	1	010010--	0	2I	0	0	re0
18056	6	236	1	-1	-1	0	-1	1	10000000	0	2I	-1	-1	re0
18057	7	236	1	1	1	1	1	2	11111000	0	2I	-1	-1	re0
18058	8	236	-1	1	-1	1	-1	2	010100--	0	2I	0	0	re0
18059	9	236	1	-1	-1	0	-1	1	100000--	0	2I	0	0	re0
18060	10	236	-1	1	-1	0	-1	1	010000-0	0	2I	0	-1	re0
18061	11	236	-1	-1	1	1	-1	2	001100--	0	2I	0	0	re0
18062	12	236	1	1	1	1	1	2	1111101-	0	2I	1	0	re0
18063	13	236	1	1	1	1	1	2	111110--	0	2I	0	0	re0
18064	14	236	1	1	1	1	1	2	111110--	0	2I	0	0	re0
18065	15	236	-1	-1	1	1	-1	2	001100--	0	2I	0	0	re0
18066	16	236	-1	1	-1	1	-1	2	010100-0	0	2I	0	-1	re0
18067	17	236	1	-1	-1	1	1	2	100110--	0	2I	0	0	re0
18068	18	236	1	1	1	1	1	2	111110-0	0	2I	0	-1	re0
18069	19	236	-1	-1	1	1	-1	2	001100-0	0	2I	0	-1	re0
18070	20	236	-1	1	-1	0	1	1	010010-0	0	2I	0	-1	re0
18071	21	236	-1	1	-1	1	-1	2	010100--	0	2I	0	0	re0
18072	22	236	1	1	1	1	1	2	111110--	0	2I	0	0	re0
18073	23	236	1	-1	-1	1	1	2	100110--	0	2I	0	0	re0
18074	24	236	1	1	1	1	1	2	111110--	0	2I	0	0	re0
18075	25	236	1	-1	-1	1	-1	2	100100--	0	2I	0	0	re0
18076	1	236	1	1	1	1	1	2	111110--	0	3I	0	0	re0
18077	2	236	1	1	1	1	1	2	111110--	0	3I	0	0	re0
18078	3	236	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18079	4	236	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18080	5	236	1	1	1	1	1	2	111110--	0	3I	0	0	re0
18081	6	236	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18082	7	236	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re0
18083	8	236	1	1	1	1	1	2	111110--	0	3I	0	0	re0
18084	9	236	1	1	1	1	1	2	111110--	0	3I	0	0	re0
18085	10	236	1	-1	-1	1	1	2	100110--	0	3I	0	0	re0
18086	11	236	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18087	12	236	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re0
18088	13	236	1	-1	-1	1	-1	2	100100--	0	3I	0	0	re0
18089	14	236	1	-1	-1	1	1	2	100110--	0	3I	0	0	re0
18090	15	236	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18091	16	236	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18092	17	236	1	1	1	1	1	2	111110--	0	3I	0	0	re0
18093	18	236	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18094	19	236	1	-1	-1	1	1	2	100110--	0	3I	0	0	re0
18095	20	236	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18096	21	236	1	-1	-1	1	1	2	100110--	0	3I	0	0	re0
18097	22	236	1	-1	-1	1	1	2	100110--	0	3I	0	0	re0
18098	23	236	1	1	1	1	1	2	111110-0	0	3I	0	-1	re0
18099	24	236	1	1	1	1	1	2	111110--	0	3I	0	0	re0
18100	25	236	1	-1	-1	1	1	2	100110--	0	3I	0	0	re0
18126	1	237	1	1	1	1	1	2	111110--	0	1C	0	0	re0
18127	2	237	-1	-1	1	1	-1	2	001100--	0	1C	0	0	re0
18128	3	237	1	1	1	1	1	2	111110--	0	1C	0	0	re0
18129	4	237	-1	1	-1	1	-1	2	010100--	0	1C	0	0	re0
18130	5	237	1	1	1	1	1	2	111110--	0	1C	0	0	re0
18131	6	237	1	1	1	1	1	2	111110--	0	1C	0	0	re0
18132	7	237	-1	1	-1	1	-1	2	010100--	0	1C	0	0	re0
18133	8	237	-1	-1	1	1	-1	2	001100--	0	1C	0	0	re0
18134	9	237	-1	-1	1	1	-1	2	001100--	0	1C	0	0	re0
18135	10	237	1	-1	-1	1	1	2	100110--	0	1C	0	0	re0
18136	11	237	1	1	1	1	1	2	111110--	0	1C	0	0	re0
18137	12	237	-1	1	-1	1	-1	2	010100--	0	1C	0	0	re0
18138	13	237	-1	1	-1	1	-1	2	010100--	0	1C	0	0	re0
18139	14	237	1	1	1	1	1	2	111110--	0	1C	0	0	re0
18140	15	237	-1	-1	1	1	-1	2	00110011	0	1C	1	1	re0
18141	16	237	1	-1	-1	1	1	2	1001101-	0	1C	1	0	re0
18142	17	237	-1	-1	1	1	-1	2	001100--	0	1C	0	0	re0
18143	18	237	-1	-1	1	1	-1	2	001100--	0	1C	0	0	re0
18144	19	237	1	-1	-1	1	1	2	100110--	0	1C	0	0	re0
18145	20	237	-1	-1	1	1	-1	2	0011000-	0	1C	-1	0	re0
18146	21	237	-1	-1	1	1	-1	2	0011000-	0	1C	-1	0	re0
18147	22	237	1	1	1	1	1	2	1111100-	0	1C	-1	0	re0
18148	23	237	-1	-1	1	1	-1	2	0011000-	0	1C	-1	0	re0
18149	24	237	-1	-1	1	1	-1	2	00110000	0	1C	-1	-1	re0
18150	25	237	1	-1	-1	1	1	2	10011000	0	1C	-1	-1	re0
18151	1	237	1	1	1	0	-1	1	111000--	0	2C	0	0	re0
18152	2	237	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re0
18153	3	237	1	1	1	0	1	1	111010--	0	2C	0	0	re0
18154	4	237	1	1	1	0	-1	1	111000--	0	2C	0	0	re0
18155	5	237	1	1	1	0	-1	1	111000--	0	2C	0	0	re0
18156	6	237	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re0
18157	7	237	1	1	1	0	1	1	111010--	0	2C	0	0	re0
18158	8	237	-1	1	-1	0	1	1	010010--	0	2C	0	0	re0
18159	9	237	1	1	1	0	-1	1	111000--	0	2C	0	0	re0
18160	10	237	1	-1	-1	0	1	1	100010--	0	2C	0	0	re0
18161	11	237	-1	1	-1	0	1	1	010010--	0	2C	0	0	re0
18162	12	237	1	1	1	0	1	1	111010--	0	2C	0	0	re0
18163	13	237	-1	1	-1	0	1	1	010010--	0	2C	0	0	re0
18164	14	237	1	1	1	0	1	1	111010--	0	2C	0	0	re0
18165	15	237	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re0
18166	16	237	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re0
18167	17	237	1	1	1	0	1	1	111010--	0	2C	0	0	re0
18168	18	237	-1	1	-1	0	1	1	010010--	0	2C	0	0	re0
18169	19	237	1	1	1	0	1	1	111010--	0	2C	0	0	re0
18170	20	237	1	1	1	0	-1	1	111000--	0	2C	0	0	re0
18171	21	237	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re0
18172	22	237	1	1	1	0	-1	1	111000--	0	2C	0	0	re0
18173	23	237	-1	-1	1	0	-1	1	001000-1	0	2C	0	1	re0
18174	24	237	1	1	1	0	-1	1	111000--	0	2C	0	0	re0
18175	25	237	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re0
18176	1	237	1	1	1	1	1	2	111110--	0	3I	0	0	re0
18177	2	237	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18178	3	237	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re0
18179	4	237	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18180	5	237	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18181	6	237	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re0
18182	7	237	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re0
18183	8	237	1	1	1	1	1	2	111110--	0	3I	0	0	re0
18184	9	237	1	1	1	1	1	2	111110--	0	3I	0	0	re0
18185	10	237	1	1	1	1	1	2	111110--	0	3I	0	0	re0
18186	11	237	-1	-1	1	1	-1	2	00110011	0	3I	1	1	re0
18187	12	237	1	1	1	1	1	2	111110-1	0	3I	0	1	re0
18188	13	237	-1	-1	1	1	-1	2	001100-1	0	3I	0	1	re0
18189	14	237	1	-1	-1	1	1	2	100110-1	0	3I	0	1	re0
18190	15	237	1	-1	-1	1	1	2	100110-1	0	3I	0	1	re0
18191	16	237	1	-1	-1	1	1	2	100110--	0	3I	0	0	re0
18192	17	237	-1	-1	1	1	-1	2	001100--	0	3I	0	0	re0
18193	18	237	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re0
18194	19	237	1	1	1	1	1	2	111110-1	0	3I	0	1	re0
18195	20	237	1	1	1	1	1	2	111110-1	0	3I	0	1	re0
18196	21	237	-1	-1	1	1	-1	2	001100-1	0	3I	0	1	re0
18197	22	237	-1	1	-1	1	-1	2	010100-1	0	3I	0	1	re0
18198	23	237	1	1	1	1	1	2	111110-1	0	3I	0	1	re0
18199	24	237	1	1	1	1	1	2	111110-1	0	3I	0	1	re0
18200	25	237	1	1	1	1	-1	2	111100-1	0	3I	0	1	re0
18226	1	238	1	-1	-1	0	-1	1	100000--	1	1C	0	0	re0
18227	2	238	1	-1	-1	1	1	2	100110--	1	1C	0	0	re0
18228	3	238	-1	-1	1	0	1	1	001010--	1	1C	0	0	re0
18229	4	238	1	-1	-1	1	1	2	100110--	1	1C	0	0	re0
18230	5	238	1	1	1	1	1	2	111110--	1	1C	0	0	re0
18231	6	238	-1	-1	1	1	-1	2	00110000	1	1C	-1	-1	re0
18232	7	238	1	1	1	1	1	2	11111000	1	1C	-1	-1	re0
18233	8	238	-1	1	-1	1	-1	2	010100--	1	1C	0	0	re0
18234	9	238	-1	-1	1	1	-1	2	001100--	1	1C	0	0	re0
18235	10	238	-1	1	-1	1	-1	2	010100-0	1	1C	0	-1	re0
18236	11	238	-1	-1	1	1	-1	2	001100--	1	1C	0	0	re0
18237	12	238	1	1	1	1	1	2	1111101-	1	1C	1	0	re0
18238	13	238	1	1	1	1	1	2	111110--	1	1C	0	0	re0
18239	14	238	1	1	1	1	1	2	111110--	1	1C	0	0	re0
18240	15	238	-1	-1	1	1	-1	2	001100--	1	1C	0	0	re0
18241	16	238	-1	1	-1	1	-1	2	010100-0	1	1C	0	-1	re0
18242	17	238	1	-1	-1	1	1	2	100110--	1	1C	0	0	re0
18243	18	238	1	1	1	1	1	2	111110-0	1	1C	0	-1	re0
18244	19	238	-1	-1	1	1	-1	2	001100-0	1	1C	0	-1	re0
18245	20	238	1	1	1	1	1	2	111110-0	1	1C	0	-1	re0
18246	21	238	-1	1	-1	1	-1	2	010100--	1	1C	0	0	re0
18247	22	238	1	1	1	1	1	2	111110--	1	1C	0	0	re0
18248	23	238	1	-1	-1	1	1	2	100110--	1	1C	0	0	re0
18250	25	238	1	-1	-1	0	-1	1	100000--	1	1C	0	0	re0
18251	1	238	1	1	1	0	-1	1	111000--	1	2C	0	0	re0
18252	2	238	1	-1	-1	0	1	1	100010--	1	2C	0	0	re0
18253	3	238	-1	-1	1	0	-1	1	001000--	1	2C	0	0	re0
18254	4	238	1	-1	-1	0	1	1	100010--	1	2C	0	0	re0
18255	5	238	1	1	1	0	1	1	111010--	1	2C	0	0	re0
